,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
143,Camila Cabello,Havana,1rfofaqEpACxVEHIZBJe6W,86,0.184,0.765,217307,0.523,3.56e-05,D,0.132,-4.333,Minor,0.03,104.988,4,0.394
144,Lil Wayne,Let It Fly (feat. Travis Scott),0CBQ0m3mufWH75LTYB3s6h,78,0.0414,0.902,186872,0.819,0.0,"C♯, D♭",0.106,-3.321,Minor,0.317,89.0,4,0.746
145,Bebe Rexha,I'm a Mess,04ZTP5KsCypmtCmQg5tH9R,84,0.00281,0.63,195519,0.694,0.0,B,0.0719,-6.257,Major,0.0253,97.005,4,0.216
146,Kodak Black,Take One,6fI3tBVND8zUXZi9rr2Yps,79,0.123,0.657,165517,0.613,0.0,"C♯, D♭",0.314,-7.308,Minor,0.465,174.027,4,0.485
147,Migos,Stir Fry,2UVbBKQOdFAekPTRsnkzcf,79,0.00299,0.815,190288,0.816,0.0,D,0.159,-5.474,Minor,0.269,181.967,4,0.498
148,Kodak Black,Calling My Spirit,6bXSYxP6WDlNCr6Jk1H3MW,73,0.0927,0.908,152000,0.365,0.0,"C♯, D♭",0.261,-9.954,Minor,0.0942,119.977,4,0.742
149,Post Malone,Stay,4H7WNRErSbONkM06blBoGc,80,0.414,0.479,204427,0.468,0.0,F,0.148,-5.396,Minor,0.0274,85.913,4,0.35
150,NAV,Champion (feat. Travis Scott),6nO3tr47nr2P7f3hXb8JIo,79,0.381,0.642,195053,0.782,0.0,F,0.108,-3.395,Major,0.0477,162.005,4,0.396
151,Tyga,SWISH,55GiOwtxNajXVbpjjIzMnD,83,0.0831,0.884,194936,0.541,0.0,B,0.118,-5.608,Minor,0.221,105.009,4,0.274
152,Florida Georgia Line,Simple,1co0puPTYvqAdUEjFOjne9,78,0.0848,0.375,185200,0.889,0.0,"D♯, E♭",0.136,-3.704,Minor,0.0991,199.669,4,0.881
153,XXXTENTACION,NUMB,01TnVDiet1DFTsyWKUKovl,80,0.1,0.414,186268,0.416,0.179,B,0.131,-8.024,Major,0.0251,159.91,4,0.196
154,Joyner Lucas,I Love,30z4LVkScpeNhwHFIB8Ewa,80,0.274,0.671,210197,0.565,6.51e-05,B,0.37,-7.401,Major,0.16,150.014,4,0.561
155,Nicki Minaj,Good Form (feat. Lil Wayne),6supMAknraGpJrN5qqYfV8,68,0.0533,0.898,237493,0.733,0.000115,G,0.102,-4.75,Minor,0.178,96.51,4,0.295
156,Bad Bunny,Desde el Corazón,1R2mapMAUiYqre6jcFX57g,59,0.0529,0.739,127040,0.663,0.0,"A♯, B♭",0.198,-6.398,Major,0.266,180.025,4,0.368
157,6ix9ine,BEBE (feat. Anuel Aa),4KkUjFkcQvGvWekl8RATDn,75,0.172,0.635,217822,0.902,0.0,C,0.125,-3.559,Minor,0.109,102.063,4,0.286
158,Metro Boomin,Space Cadet (feat. Gunna),1fewSx2d5KIZ04wsooEBOz,79,0.368,0.901,203267,0.464,1.71e-05,F,0.238,-9.789,Major,0.0645,109.004,4,0.638
159,Marshmello,FRIENDS,08bNPGLD8AhKpnnERrAc6G,86,0.205,0.626,202621,0.88,0.0,A,0.128,-2.384,Major,0.0504,95.079,4,0.534
160,Dan + Shay,Speechless,7q7jyVU0f0hnod8tsaUmxg,77,0.328,0.631,212745,0.44,0.0,"C♯, D♭",0.239,-5.948,Minor,0.028,136.033,4,0.418
161,Drake,Don’t Matter To Me (with Michael Jackson),6G8kHiVZ1jW7vHMPVRNZU0,82,0.493,0.826,245787,0.318,0.0131,"A♯, B♭",0.11,-12.391,Minor,0.0574,103.002,4,0.138
162,Cardi B,Bodak Yellow,6KBYefIoo7KydImq1uUQlL,78,0.0659,0.926,223713,0.703,0.0,B,0.231,-6.337,Major,0.103,125.022,4,0.485
163,6ix9ine,DUMMY (feat. TrifeDrew),3uPuEFKEzGTn628CCQZUCF,75,0.0775,0.72,155653,0.628,5.35e-06,F,0.0976,-7.192,Major,0.0718,90.985,4,0.591
164,6ix9ine,STOOPID (feat. Bobby Shmurda),6k2iq1yULhXILe0i8xQqPF,75,0.13,0.733,152000,0.63,0.0,B,0.162,-4.296,Minor,0.395,149.989,4,0.832
165,Tyga,Dip (feat. Nicki Minaj),4hXDobvUaXyDFLnmecoY0z,81,0.0311,0.885,195992,0.543,0.0,D,0.154,-6.338,Minor,0.2,99.026,4,0.43
166,Eminem,Venom - Music From The Motion Picture,2SL6oP2YAEQbqsrkOzRGO4,84,0.0193,0.749,269554,0.794,0.0,C,0.543,-5.063,Minor,0.064,135.959,4,0.46
167,6LACK,Pretty Little Fears (feat. J. Cole),4at3d5QWnlibMVN75ECDrp,79,0.711,0.611,240342,0.466,0.000264,A,0.0847,-11.361,Minor,0.372,192.08,4,0.223
168,Quavo,PASS OUT (feat. 21 Savage),3edzl4zvKFi0D3iuF6cs2f,79,0.0403,0.917,224903,0.786,0.0,B,0.195,-4.921,Major,0.208,143.038,4,0.441
169,6ix9ine,WONDO,3jHsYztlhj1GunIF6yIePH,74,0.0785,0.775,121129,0.853,0.0,G,0.147,-5.867,Minor,0.298,92.938,4,0.537
170,6ix9ine,TATI (feat. DJ SpinKing),6wJrqTE6c4NtfDqAcSRcBf,74,0.00214,0.779,154565,0.767,0.0,B,0.102,-5.462,Major,0.258,91.981,4,0.523
171,Russ,Missin You Crazy,4ve2uzqdwnHr20G5YgMMqr,78,0.0991,0.716,226693,0.729,0.0,F,0.0842,-6.313,Minor,0.117,131.975,4,0.276
172,Travis Scott,CAN'T SAY,27a1mYSG5tYg7dmEjWBcmL,78,0.201,0.702,198408,0.708,0.0,"A♯, B♭",0.118,-5.366,Major,0.0547,147.98,4,0.713
173,Lil Skies,Creeping (feat. Rich the Kid),7ms3VzLTfr7fXNOqA4Mkx9,78,0.0108,0.729,179831,0.687,0.0,"G♯, A♭",0.162,-8.06,Major,0.25,160.085,4,0.683
174,Lil Yachty,Yacht Club (feat. Juice WRLD),5R2rsbwCDXORX2tLfprRmM,77,0.317,0.721,166343,0.508,0.0,G,0.153,-7.496,Minor,0.394,159.911,4,0.457
175,Migos,Narcos,0wbnC9AUenxp613TYaJsGK,79,0.0146,0.936,255379,0.588,0.0,G,0.139,-6.948,Major,0.136,124.987,4,0.238
176,Lauren Daigle,You Say,3ngc7rGlfeFaskU90EWl4R,80,0.669,0.494,274693,0.637,0.0,F,0.0882,-6.381,Minor,0.0333,147.924,4,0.1
177,Migos,MotorSport,4wFjTWCunQFKtukqrNijEt,80,0.0338,0.896,303077,0.515,0.0,D,0.317,-5.395,Minor,0.183,138.016,4,0.174
178,Nicki Minaj,Good Form,5AHu27TVFUg0ANQUrFDMr0,55,0.114,0.88,199400,0.775,0.00267,G,0.0944,-5.133,Minor,0.094,96.504,4,0.288
179,Gunna,Sold Out Dates (feat. Lil Baby),72LlwJM24dWKpFLVB3PWWQ,77,0.433,0.824,166298,0.554,0.0,E,0.124,-7.118,Major,0.115,127.003,4,0.316
180,Pardison Fontaine,Backin' It Up (feat. Cardi B),0PpfPNtQOOvbMNVJijTQj0,78,0.0886,0.796,190466,0.68,0.0,"A♯, B♭",0.268,-4.853,Major,0.353,164.932,4,0.565
181,Nicki Minaj,Barbie Dreams,28eiD8ukLWhTvoDm1ZFPK0,50,0.312,0.848,279867,0.786,0.0,"G♯, A♭",0.193,-4.133,Major,0.337,87.99,4,0.694
182,Nicki Minaj,Majesty (with Labrinth & feat. Eminem),01s1HGlw9yqT0U242yffBb,49,0.311,0.837,295653,0.728,0.0,B,0.105,-5.212,Major,0.184,78.518,4,0.566
183,Nicki Minaj,Rich Sex (feat. Lil Wayne),21aWm7KFi70DLGomjOUD9D,47,0.0521,0.877,192600,0.634,0.0,A,0.0785,-5.099,Minor,0.259,146.968,4,0.569
184,Nicki Minaj,Chun-Li,7I9svbEdAvJrXNdruNhad4,48,0.278,0.689,191600,0.732,5.81e-05,"F♯, G♭",0.106,-5.081,Major,0.373,128.981,5,0.482
185,Nicki Minaj,Ganja Burn,5i8ZRP7tOHPsFBTPU7GXNO,47,0.162,0.757,294187,0.902,0.00226,"C♯, D♭",0.121,-2.835,Major,0.0631,109.003,4,0.759
186,Nicki Minaj,LLC,0mlJoKzEY0kyTXwSr7k3H7,45,0.0519,0.836,221853,0.755,0.0319,"A♯, B♭",0.0606,-5.445,Major,0.131,153.991,4,0.81
187,Nicki Minaj,Bed (feat. Ariana Grande),1nhQeIgGXHe50L8Yzw6GVs,46,0.0356,0.755,189533,0.732,6.46e-05,G,0.125,-6.293,Minor,0.195,90.018,4,0.456
188,Nicki Minaj,Thought I Knew You (feat. The Weeknd),6uZU7ZkcLtzI1mBfy1HW7U,45,0.0359,0.77,198280,0.715,0.00175,"C♯, D♭",0.0863,-5.903,Minor,0.045,150.033,4,0.467
189,Nicki Minaj,Chun Swae (feat. Swae Lee),4Hh5bo6KQF0Ys0ZLQu5lTz,45,0.0657,0.848,370440,0.422,0.00146,"A♯, B♭",0.137,-8.022,Major,0.065,141.016,4,0.209
190,Nicki Minaj,Hard White,33uXY8BVbW4pOPhkeEr8do,44,0.0769,0.762,193893,0.736,0.0255,D,0.144,-3.403,Minor,0.21,173.994,4,0.275
191,Nicki Minaj,Nip Tuck,2J6A4LdwWN5fI94BoopuqI,44,0.015,0.848,207267,0.62,0.0,"G♯, A♭",0.195,-7.085,Minor,0.188,119.963,4,0.366
192,Nicki Minaj,Sir (feat. Future),6aP5nH2SNEQzf4EXA6bjAh,43,0.349,0.7,224893,0.493,0.000163,B,0.207,-7.577,Minor,0.14,143.005,4,0.153
193,Nicki Minaj,Coco Chanel (feat. Foxy Brown),4aiJtRh8v8Lc6Sc9obDloS,44,0.13,0.678,224933,0.88,0.000532,"A♯, B♭",0.63,-4.115,Major,0.171,121.046,3,0.595
194,Nicki Minaj,Come See About Me,448lrYt4In4wn8tBi4xVmb,42,0.315,0.374,246240,0.612,4.47e-05,"C♯, D♭",0.128,-5.492,Minor,0.124,78.74,4,0.365
195,Nicki Minaj,Run & Hide,5NixBIQMl8ugl8BHwpIChN,42,0.0982,0.81,154600,0.416,0.179,E,0.109,-8.036,Major,0.485,173.893,4,0.341
196,Nicki Minaj,Miami,1K3VcuM40p1fJHaORY514o,41,0.217,0.875,190747,0.54,0.00203,"A♯, B♭",0.562,-7.083,Minor,0.412,157.025,4,0.728
197,Nicki Minaj,2 Lit 2 Late Interlude,3GhtfEbz9yxPa1VpMMppZ8,41,0.144,0.765,55267,0.357,0.0,C,0.126,-7.024,Minor,0.102,100.725,5,0.126
198,Nicki Minaj,Inspirations Outro,3uX4ZoUyk5GACYjqteE4SY,40,0.035,0.743,58160,0.923,0.0355,C,0.271,-4.708,Minor,0.151,90.993,4,0.403
199,Silk City,Electricity (with Dua Lipa),5N4erncE7kuUccm7zEmwzk,88,0.0104,0.588,238173,0.67,3.33e-06,C,0.338,-6.439,Minor,0.0473,118.159,4,0.505
200,lovelytheband,broken,6XcfKZvJio9Z0fQy11GnNX,78,0.00175,0.666,204878,0.728,4.26e-06,G,0.0429,-5.808,Minor,0.0419,122.996,4,0.51
201,Dan + Shay,Tequila,7Il2yWQmsqKgSkLQvHTPUI,76,0.0292,0.474,195987,0.594,0.0,B,0.133,-5.756,Minor,0.0289,86.131,4,0.503
202,K/DA,POP/STARS,5sbooPcNgIE22DwO0VNGUJ,85,0.0183,0.566,191100,0.769,0.0,G,0.108,-4.342,Minor,0.0872,170.036,4,0.385
203,6ix9ine,"FEFE (feat. Nicki Minaj, Murda Beatz)",4QIyEq7TcTdAcxjI2AFlAK,73,0.088,0.931,179405,0.387,0.0,"C♯, D♭",0.136,-9.127,Minor,0.412,125.978,4,0.376
204,Smokepurpp,Nephew (feat. Lil Pump),0ibOcbkp2XG46Do8jcy0bL,78,0.00422,0.792,202963,0.454,0.0,A,0.285,-6.753,Minor,0.458,161.993,4,0.674
205,Lil Yachty,Get Dripped (feat. Playboi Carti),3m2aDCqn8eT5ElXDUiboGU,77,0.105,0.95,158769,0.489,0.0,"G♯, A♭",0.411,-8.411,Minor,0.462,130.021,4,0.919
206,Mitchell Tenpenny,Drunk Me,3N2AIfVOq6NiTcWHIP4Oco,76,0.201,0.386,213024,0.799,0.0,D,0.103,-3.789,Minor,0.0555,86.333,4,0.391
207,Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,4hQ6UGyWQIGJmHSo0J88JW,84,0.0945,0.601,207905,0.724,1.68e-06,"F♯, G♭",0.12,-4.856,Minor,0.0486,102.061,4,0.508
208,Social House,Magic In The Hamptons (feat. Lil Yachty),2Yer0p7uB2lVBUAtANuuQp,77,0.66,0.769,164640,0.479,0.0,"C♯, D♭",0.0914,-5.339,Minor,0.0385,96.051,4,0.803
209,YoungBoy Never Broke Again,Outside Today,3sA7HKGzcKTVscdiTCrWpX,75,0.139,0.851,129105,0.666,0.0,B,0.105,-5.334,Major,0.0694,134.068,4,0.0585
210,Trippie Redd,Negative Energy,0ZPCxNK4DIrF8KqrN3DxfA,76,0.413,0.659,178286,0.672,0.0,A,0.125,-7.442,Minor,0.264,139.868,4,0.452
211,Meek Mill,On Me (feat. Cardi B),3DnZfpfe8wLeJgzc00gKeW,77,0.0482,0.864,225008,0.666,0.0,"C♯, D♭",0.134,-5.525,Minor,0.234,132.12,4,0.538
212,6ix9ine,TATI,6kp0inxIexxSiDJfWqq0ZL,79,0.00214,0.779,154565,0.767,0.0,B,0.102,-5.462,Major,0.258,91.981,4,0.523
213,Madison Beer,Hurts Like Hell (feat. Offset),3WefHNGtjexZvi66ZEx9u4,81,0.185,0.704,207109,0.56,0.0,"C♯, D♭",0.0948,-6.791,Major,0.179,75.003,4,0.609
214,benny blanco,I Found You (with Calvin Harris),5sdb5pMhcK44SSLsj1moUh,84,0.033,0.775,191496,0.872,0.0579,"F♯, G♭",0.298,-4.194,Minor,0.0469,122.994,4,0.379
215,Lil Wayne,Dedicate,0Y7di9ZCmB6Elad5WISaPc,76,0.033,0.879,189909,0.662,0.0,D,0.716,-6.162,Minor,0.309,117.975,4,0.723
216,Travis Scott,NO BYSTANDERS,6OaVWaGfhXn70ZJfdVcabn,78,0.0204,0.731,218284,0.811,0.0,"C♯, D♭",0.411,-3.225,Minor,0.0712,147.045,4,0.426
217,Lil Dicky,Freaky Friday (feat. Chris Brown),10Igtw8bSDyyFs7KIsKngZ,81,0.147,0.755,216632,0.599,0.0,"G♯, A♭",0.109,-5.042,Minor,0.224,133.123,4,0.755
218,Eminem,Not Alike (feat. Royce Da 5'9),28FGV3ORH14MYORd7s5dlU,80,0.0692,0.904,288087,0.756,0.0,"A♯, B♭",0.339,-3.746,Minor,0.32,140.005,4,0.342
219,Luke Combs,She Got the Best of Me,698eQRku24PIYPQPHItKlA,76,0.0292,0.533,183160,0.907,0.0,B,0.386,-3.793,Minor,0.0406,150.99,4,0.7
220,King Princess,1950,0CZ8lquoTX2Dkg7Ak2inwA,81,0.648,0.6,225133,0.535,4.7e-06,E,0.162,-7.043,Minor,0.107,71.912,4,0.269
221,Trippie Redd,Toxic Waste,1SxagO9GK0UUeEYLmH8Pln,76,0.0555,0.728,173129,0.517,1.95e-06,"G♯, A♭",0.107,-11.404,Minor,0.0629,111.974,4,0.379
222,Post Malone,Paranoid,3fpVWegR6YOS1Yk5HSMYIq,79,0.0379,0.61,221787,0.554,3.84e-05,C,0.166,-5.501,Minor,0.137,159.85,4,0.244
223,Eminem,Fall,58QhkbaAkLFnn7JwAnAato,81,0.227,0.83,262494,0.546,0.0,"C♯, D♭",0.112,-5.716,Minor,0.295,182.973,4,0.535
224,Cardi B,Ring (feat. Kehlani),5DfWF0jqMgZDCiu9zJENTA,77,0.049,0.767,177140,0.543,0.0,"C♯, D♭",0.115,-7.881,Major,0.103,106.029,4,0.485
225,Childish Gambino,This Is America,0b9oOr2ZgvyQu88wzixux9,79,0.117,0.854,225773,0.463,0.0,F,0.354,-6.159,Minor,0.137,120.024,4,0.549
226,Takeoff,Last Memory,66XXCMX3Na7KNfm5e0tOVZ,77,0.179,0.853,171270,0.696,0.0,"C♯, D♭",0.286,-6.179,Major,0.246,118.001,4,0.184
227,Twenty One Pilots,My Blood,5HeKOKc4phmLn8e4I7EkzD,80,0.0563,0.749,229120,0.723,0.022,"C♯, D♭",0.0977,-6.609,Minor,0.0432,108.999,4,0.674
228,Shawn Mendes,In My Blood,2QZ7WLBE8h2y1Y5Fb8RYbH,84,0.0573,0.622,211360,0.712,0.0,F,0.13,-7.321,Minor,0.066,140.025,4,0.487
229,6ix9ine,BILLY,5KhFaq45chTw8RGfWo8T8J,81,0.175,0.764,112667,0.711,0.0,E,0.105,-3.818,Major,0.288,90.076,4,0.774
230,Zedd,Happy Now,4keoy2fqgwGnbWlm3ZVZFa,85,0.579,0.503,207030,0.741,1.49e-06,E,0.0712,-5.128,Minor,0.047,88.335,3,0.458
231,Trippie Redd,Can't Love,2dKtWPLZvbCzwLRliNn8UI,76,0.00244,0.842,169412,0.567,1.89e-05,E,0.168,-6.504,Major,0.0525,135.991,4,0.256
232,Meek Mill,Uptown Vibes (feat. Fabolous & Anuel AA),5kTQa2G88tHnKB1Y6vNTyn,73,0.1,0.655,190955,0.814,0.0,"C♯, D♭",0.401,-3.225,Minor,0.0487,90.997,4,0.142
233,Martin Garrix,Ocean (feat. Khalid),3nc420PXjTdBV5TN0gCFkS,84,0.584,0.506,216420,0.693,9.58e-05,C,0.0891,-7.265,Major,0.0412,139.912,4,0.221
234,Shawn Mendes,Lost In Japan - Remix,575NJxNUVDqwJGdzBrlLbv,83,0.0882,0.694,201253,0.852,0.0,G,0.334,-5.34,Major,0.257,107.178,4,0.377
235,Lil Skies,No Rest,0chpIFSjgfd1CPrAxM7PWp,77,0.0186,0.655,135535,0.498,4.47e-06,A,0.139,-13.147,Minor,0.0479,162.861,4,0.508
236,Ski Mask The Slump God,Take A Step Back,2gQYziDV5cSTRSqr6akzi5,77,0.109,0.802,210387,0.59,0.0,"F♯, G♭",0.429,-8.81,Minor,0.273,117.007,4,0.747
237,A$AP Rocky,Sundress,2aPTvyE09vUCRwVvj0I8WK,77,0.176,0.721,158206,0.704,3.71e-06,"F♯, G♭",0.143,-6.364,Minor,0.0606,125.004,4,0.735
238,Kendrick Lamar,All The Stars (with SZA),3GCdLUSnKSMJhs4Tj6CV3s,81,0.0605,0.698,232187,0.633,0.000194,"G♯, A♭",0.0926,-4.946,Minor,0.0597,96.924,4,0.552
239,Lil Wayne,Can't Be Broken,5cGpjfgAvidLy6znwkCxkP,76,0.121,0.578,193243,0.577,0.0,D,0.086,-5.997,Major,0.202,99.288,5,0.154
240,J. Cole,KOD,7yotKA30dwTKNEGomV9ZsI,77,0.21,0.831,191437,0.782,0.0,C,0.113,-6.274,Minor,0.15,141.869,4,0.199
241,Gunna,My Slime,4F7AmexEOpThAndLCzcYW2,52,0.0078,0.886,166695,0.675,2.07e-05,"C♯, D♭",0.0714,-5.353,Minor,0.287,76.469,4,0.707
242,Ski Mask The Slump God,Nuketown (feat. Juice WRLD),74lnM5V6ecvoTPV0fvptx9,77,0.106,0.808,166400,0.617,0.0,"A♯, B♭",0.715,-9.3,Major,0.451,149.979,4,0.647
243,Travis Scott,WAKE UP,20MuVazoNMv6xjKPnRFOxG,78,0.192,0.741,231964,0.645,0.0,B,0.163,-5.116,Major,0.0963,149.07,4,0.488
244,The Weeknd,Call Out My Name,4MPTj8lMMvxLwT3EwuXFop,82,0.211,0.449,228373,0.599,0.0,"C♯, D♭",0.327,-4.892,Minor,0.0369,134.144,3,0.165
245,Calvin Harris,One Kiss (with Dua Lipa),7ef4DlsgrMEH11cDZd32M6,88,0.037,0.791,214847,0.862,2.19e-05,A,0.0814,-3.24,Major,0.11,123.994,4,0.592
246,2 Chainz,Bigger Than You (feat. Drake & Quavo),5S1IUPueD0xE0vj4zU3nSf,77,0.247,0.888,225893,0.515,0.0,"C♯, D♭",0.446,-6.246,Minor,0.271,141.009,4,0.264
247,Billionaire Burke,My Slime,7gV2ZZXjI97e7TTXmhSqhH,31,0.0137,0.884,166571,0.656,0.000117,"C♯, D♭",0.0775,-5.667,Minor,0.282,76.487,4,0.677
248,Gunna,My Slime Clean,1wZbtOdA7bztNQlSDaxHD6,20,0.0137,0.884,166571,0.656,0.000117,"C♯, D♭",0.0775,-5.667,Minor,0.282,76.487,4,0.677
249,Kane Brown,Lose It,6GBndDk0OEpDkmKoSBJyyK,75,0.00261,0.549,178733,0.869,1.77e-06,E,0.29,-4.905,Major,0.0289,91.988,4,0.433
250,Future,Jet Lag (feat. Young Scooter),2OsDoAzo5SGq10qwmKSQBv,76,0.266,0.81,271067,0.458,0.0,E,0.174,-7.495,Major,0.105,125.049,4,0.493
251,Lukas Graham,Love Someone,2JqnpexlO9dmvjUMCaLCLJ,84,0.161,0.55,205463,0.415,0.0,A,0.108,-6.557,Major,0.052,172.065,4,0.274
252,Karol G,Culpables,6q8Lb50EtqNeeJXXe8mMAH,87,0.279,0.728,226627,0.801,4.71e-06,"G♯, A♭",0.143,-2.942,Major,0.0683,130.059,4,0.416
253,Shoreline Mafia,"Bands (feat. Ohgeesy, Fenix Flexin & Master Kato)",1n8wr8tRHs5jmBxNWXedcn,75,0.371,0.9,174336,0.385,0.0,"C♯, D♭",0.142,-12.189,Major,0.435,99.964,4,0.488
254,Juice WRLD,Rich And Blind,6QNFQJKlZUKr0xlGZ74CZJ,76,0.0102,0.638,228720,0.624,0.0,"A♯, B♭",0.0944,-5.37,Minor,0.0798,159.937,4,0.445
255,Meek Mill,Intro,3EQ9QP2E7wjYQba8OSPBst,73,0.0557,0.678,213402,0.76,0.0,"C♯, D♭",0.359,-5.546,Minor,0.221,96.044,4,0.24
256,Wiz Khalifa,Fr Fr (feat. Lil Skies),1RagpNpkD3KcjXMLGMe99V,77,0.12,0.916,195591,0.493,2.63e-06,"C♯, D♭",0.211,-7.371,Major,0.162,140.057,4,0.327
257,Meek Mill,Respect The Game,6pUBrvKfJL4qmn95mxU7rC,73,0.0871,0.603,192099,0.67,0.0,D,0.326,-4.809,Minor,0.25,89.842,4,0.159
258,Clean Bandit,Solo (feat. Demi Lovato),6kPJZM97LwdG9QIsT7khp6,88,0.0441,0.737,222653,0.636,6.66e-05,B,0.35,-4.546,Major,0.0437,105.005,4,0.565
259,Eminem,Greatest,2XTquzYQAdT1Hk78bOUwsv,79,0.0441,0.809,226938,0.737,0.0,"C♯, D♭",0.341,-5.186,Minor,0.108,80.025,4,0.367
260,Juice WRLD,Candles,5EuKpn4RsDC1UFVUT0G269,75,0.373,0.715,183703,0.574,0.0,G,0.174,-6.236,Minor,0.0817,157.0,4,0.337
261,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",51rXHuKN8Loc4sUlKPODgH,77,0.000874,0.563,229670,0.717,0.0,"C♯, D♭",0.183,-5.186,Minor,0.337,82.064,4,0.427
262,Meek Mill,Tic Tac Toe (feat. Kodak Black),35J4wXQeRuHNOEArMy6FOe,72,0.00902,0.821,185261,0.72,7.07e-06,"A♯, B♭",0.158,-4.606,Major,0.222,150.039,4,0.285
263,Post Malone,Spoil My Night (feat. Swae Lee),5VuxWXbt7XENQCtE9TzpTv,77,0.337,0.669,194560,0.675,1.5e-05,"C♯, D♭",0.109,-2.869,Minor,0.0337,160.911,4,0.262
264,88rising,Midsummer Madness,6TodWdTSDfzwgYynTZSvJn,78,0.359,0.409,280842,0.678,4.76e-06,A,0.167,-7.731,Minor,0.0878,89.968,4,0.168
265,Meek Mill,Trauma,45CCe4gu08OYG1I4MH8TU6,72,0.0284,0.682,238203,0.639,0.0,"G♯, A♭",0.197,-4.406,Minor,0.292,89.09,4,0.183
266,Camila Cabello,Consequences - orchestra,1ArLnG0bHaHPXqf08sEKM0,80,0.645,0.547,181913,0.289,0.0,C,0.148,-8.131,Minor,0.0348,104.851,3,0.213
267,Jonas Blue,Rise,3u1S1OmAUhx5DRlLrXqyp3,88,0.323,0.69,194408,0.784,0.0,"C♯, D♭",0.203,-4.653,Minor,0.032,106.066,4,0.669
268,Anuel Aa,Ella Quiere Beber - Remix,2cYnZNzFRFK0H7vSNxPsUq,87,0.265,0.751,219357,0.665,0.0,"G♯, A♭",0.0515,-3.083,Minor,0.124,95.239,4,0.698
269,Ski Mask The Slump God,Foot Fungus,3EikYy40GMSp8l5mDV6IQo,76,0.279,0.876,129547,0.626,2.9e-06,"C♯, D♭",0.1,-9.907,Minor,0.161,88.979,4,0.693
270,Cardi B,Bartier Cardi (feat. 21 Savage),0dIoGTQXDh1wVnhIiSyYEa,75,0.00111,0.908,224285,0.524,0.000678,"C♯, D♭",0.383,-7.955,Minor,0.181,138.015,4,0.109
271,Meek Mill,"Splash Warning (feat. Future, Roddy Ricch and Young Thug)",6cPnE82DKBLd7sg02ZNg8K,71,0.00807,0.766,168495,0.703,0.0,"A♯, B♭",0.0618,-5.877,Major,0.163,163.06,4,0.331
272,G-Eazy,1942,794QVQtFNy7hvtjQP1keQd,76,0.0152,0.817,213080,0.646,0.0,E,0.125,-5.12,Major,0.249,162.898,4,0.835
273,Meek Mill,Championships,5DTOk0tCrmicVQP4mc6hkr,72,0.0786,0.488,261743,0.803,0.0,"F♯, G♭",0.215,-4.165,Major,0.205,167.329,4,0.319
274,JENNIE,SOLO,2wVDWtLKXunswWecARNILj,81,0.0861,0.751,169567,0.642,0.0,"D♯, E♭",0.0953,-5.165,Major,0.087,95.045,4,0.388
275,Trippie Redd,I Tried Loving,7uenITonAmg7wXmFd3kkms,75,0.181,0.624,193510,0.686,0.0,"C♯, D♭",0.19,-4.809,Major,0.0436,160.076,4,0.223
276,Ariana Grande,R.E.M,1xWH8zYtDeS9mW1JJG23VZ,77,0.375,0.831,245667,0.485,1.47e-05,"A♯, B♭",0.118,-6.677,Major,0.15,80.022,4,0.622
277,H.E.R.,Could've Been (feat. Bryson Tiller),6lzLjIOyWTyTJvk0jraYee,76,0.64,0.545,248467,0.33,7e-06,"C♯, D♭",0.22,-11.719,Major,0.164,103.553,4,0.399
278,Meek Mill,Almost Slipped,1bx4Jw8A7GQtImIQGccI6D,72,0.246,0.49,246793,0.651,0.0,"G♯, A♭",0.233,-6.24,Minor,0.251,164.213,4,0.46
279,Meek Mill,Pay You Back (feat. 21 Savage),0UNeNA0dcfUMsGxvLwf2p3,72,0.03,0.821,235263,0.694,0.0,A,0.411,-5.169,Minor,0.229,85.047,4,0.23
280,Mac Miller,Ladders,39NDBdU5Xkm5pCFGa5kZtI,77,0.236,0.802,287040,0.463,0.00531,"G♯, A♭",0.105,-8.379,Minor,0.162,103.961,4,0.291
281,Trippie Redd,Loyalty Before Royalty,284fVGdbsPtigjjI0jmKXo,75,0.00212,0.808,142649,0.701,2.1e-05,D,0.126,-4.837,Major,0.0984,158.068,4,0.154
282,Maroon 5,What Lovers Do (feat. SZA),2j5hsQvApottzvTn4pFJWF,75,0.0788,0.799,199849,0.597,5.66e-06,F,0.1,-5.131,Major,0.0611,110.001,4,0.419
283,Ozuna,Vaina Loca,48zFZh27QU5qsrBjn4C2FA,87,0.315,0.754,176133,0.805,0.0,"F♯, G♭",0.203,-4.249,Minor,0.0752,93.983,4,0.555
284,Post Malone,92 Explorer,1D2L6MefbXon28PzIk9I3r,77,0.269,0.802,211427,0.743,1.36e-06,G,0.121,-4.82,Major,0.0474,146.03,4,0.877
285,Bazzi,Beautiful,5TVirkSwFEXF1nLJEebe2I,77,0.214,0.666,178242,0.677,0.0,D,0.0979,-5.743,Minor,0.0326,100.014,4,0.178
286,John Mayer,New Light,3bH4HzoZZFq8UpZmI2AMgV,82,0.325,0.828,216015,0.689,0.0384,G,0.0808,-7.878,Minor,0.0326,123.931,4,0.853
